epoch,box,cls,obj,kpt,Recall,Precision,mAP@50,F1,mAP
1094,1.060,0.543,1.067,0.181,0.517,0.804,0.586,0.630,0.292
1095,1.037,0.534,1.034,0.187,0.517,0.805,0.587,0.630,0.292
1096,1.050,0.535,1.042,0.183,0.517,0.804,0.587,0.630,0.292
1097,1.079,0.549,1.074,0.183,0.517,0.805,0.587,0.630,0.292
1098,1.045,0.530,1.029,0.183,0.518,0.803,0.587,0.630,0.292
1099,1.082,0.550,1.066,0.182,0.518,0.802,0.587,0.630,0.292
1100,1.027,0.525,1.038,0.189,0.518,0.802,0.586,0.629,0.292
1101,1.064,0.539,1.053,0.183,0.518,0.804,0.587,0.630,0.292
1102,1.089,0.549,1.083,0.181,0.518,0.804,0.587,0.630,0.292
1103,1.030,0.528,1.037,0.185,0.518,0.803,0.587,0.630,0.292
1104,1.079,0.551,1.080,0.184,0.518,0.802,0.587,0.630,0.292
1105,1.082,0.554,1.086,0.183,0.518,0.803,0.587,0.630,0.292
1106,1.026,0.530,1.039,0.186,0.518,0.803,0.586,0.630,0.292
1107,1.035,0.533,1.038,0.185,0.518,0.802,0.586,0.630,0.293
1108,1.084,0.554,1.090,0.187,0.518,0.802,0.586,0.629,0.293
1109,1.052,0.539,1.036,0.183,0.518,0.801,0.586,0.629,0.293
1110,1.012,0.522,1.006,0.187,0.518,0.802,0.586,0.629,0.293
1111,1.063,0.544,1.046,0.182,0.518,0.802,0.586,0.629,0.293
1112,1.046,0.531,1.046,0.184,0.518,0.802,0.586,0.629,0.292
1113,1.104,0.554,1.099,0.183,0.517,0.803,0.586,0.629,0.293
1114,1.044,0.530,1.046,0.185,0.518,0.801,0.586,0.629,0.293
1115,1.111,0.566,1.119,0.183,0.517,0.802,0.586,0.629,0.292
1116,1.074,0.541,1.067,0.183,0.517,0.802,0.586,0.629,0.293
1117,1.106,0.559,1.109,0.180,0.517,0.803,0.587,0.629,0.293
1118,1.044,0.540,1.038,0.182,0.517,0.804,0.587,0.629,0.293
1119,1.064,0.539,1.058,0.183,0.517,0.803,0.587,0.629,0.293
1120,1.066,0.537,1.066,0.185,0.517,0.804,0.587,0.629,0.293
1121,1.042,0.535,1.049,0.186,0.517,0.804,0.587,0.629,0.293
1122,1.072,0.538,1.068,0.184,0.517,0.803,0.587,0.629,0.292
1123,1.045,0.534,1.049,0.184,0.517,0.804,0.586,0.629,0.292
1124,1.072,0.548,1.063,0.181,0.516,0.804,0.586,0.629,0.292
1125,1.086,0.550,1.076,0.182,0.516,0.804,0.586,0.629,0.292
1126,1.030,0.530,1.035,0.185,0.517,0.804,0.586,0.629,0.292
1127,1.071,0.546,1.063,0.182,0.516,0.807,0.587,0.629,0.292
1128,1.084,0.546,1.070,0.183,0.516,0.806,0.587,0.629,0.292
1129,1.047,0.538,1.032,0.187,0.516,0.807,0.587,0.630,0.293
1130,1.062,0.542,1.039,0.181,0.518,0.805,0.587,0.630,0.293
1131,1.022,0.527,1.026,0.185,0.517,0.807,0.587,0.630,0.293
1132,1.049,0.541,1.042,0.181,0.517,0.806,0.587,0.630,0.293
1133,1.022,0.527,1.019,0.183,0.517,0.807,0.587,0.630,0.293
1134,1.018,0.525,1.008,0.182,0.517,0.807,0.587,0.630,0.293
1135,1.015,0.522,1.020,0.186,0.517,0.807,0.587,0.630,0.293
1136,1.069,0.548,1.054,0.179,0.516,0.808,0.587,0.630,0.293
1137,1.076,0.541,1.076,0.183,0.516,0.808,0.587,0.630,0.293
1138,1.081,0.555,1.060,0.184,0.516,0.809,0.588,0.630,0.293
1139,1.061,0.542,1.047,0.184,0.517,0.808,0.588,0.630,0.293
1140,1.066,0.548,1.058,0.183,0.517,0.809,0.588,0.631,0.293
1141,1.024,0.533,1.011,0.181,0.516,0.809,0.587,0.631,0.293
1142,1.021,0.531,1.024,0.182,0.517,0.809,0.587,0.631,0.293
1143,1.053,0.536,1.034,0.183,0.517,0.809,0.588,0.631,0.293
1144,1.056,0.540,1.033,0.181,0.517,0.808,0.588,0.631,0.293
1145,1.053,0.536,1.042,0.185,0.517,0.810,0.588,0.631,0.293
1146,1.072,0.548,1.047,0.181,0.517,0.808,0.588,0.631,0.293
1147,1.105,0.566,1.075,0.178,0.517,0.808,0.588,0.630,0.293
1148,1.088,0.551,1.062,0.179,0.516,0.809,0.587,0.630,0.293
1149,1.027,0.528,1.016,0.185,0.517,0.807,0.587,0.630,0.293
1150,1.056,0.544,1.049,0.181,0.517,0.807,0.587,0.630,0.293
1151,1.095,0.555,1.060,0.181,0.517,0.808,0.587,0.630,0.293
1152,1.049,0.538,1.042,0.179,0.517,0.808,0.587,0.630,0.293
1153,1.047,0.541,1.032,0.180,0.517,0.807,0.587,0.630,0.293
1154,1.034,0.527,1.025,0.185,0.517,0.807,0.587,0.630,0.293
1155,1.058,0.542,1.043,0.183,0.517,0.807,0.588,0.630,0.293
1156,1.054,0.540,1.044,0.180,0.517,0.808,0.588,0.631,0.293
1157,1.064,0.546,1.045,0.181,0.517,0.808,0.588,0.630,0.293
1158,1.054,0.539,1.032,0.181,0.517,0.808,0.588,0.630,0.293
1159,1.021,0.525,1.017,0.180,0.517,0.809,0.587,0.631,0.293
1160,1.066,0.547,1.061,0.180,0.517,0.808,0.587,0.630,0.293
1161,1.070,0.546,1.048,0.178,0.517,0.807,0.587,0.630,0.293
1162,1.017,0.526,1.008,0.185,0.517,0.807,0.587,0.630,0.293
1163,1.037,0.534,1.031,0.182,0.517,0.807,0.587,0.630,0.293
1164,1.035,0.534,1.008,0.178,0.517,0.806,0.587,0.630,0.293
1165,1.056,0.544,1.040,0.185,0.518,0.806,0.587,0.630,0.293
1166,1.074,0.551,1.055,0.180,0.518,0.805,0.587,0.630,0.293
1167,1.039,0.536,1.028,0.184,0.518,0.806,0.587,0.630,0.293
1168,1.031,0.532,1.016,0.178,0.518,0.805,0.587,0.630,0.293
1169,1.038,0.527,1.007,0.184,0.518,0.805,0.588,0.630,0.293
1170,1.039,0.531,1.026,0.181,0.518,0.806,0.588,0.631,0.293
1171,1.049,0.543,1.024,0.178,0.518,0.806,0.588,0.631,0.293
1172,1.030,0.535,1.003,0.180,0.518,0.806,0.588,0.631,0.293
1173,1.081,0.551,1.066,0.180,0.518,0.806,0.588,0.631,0.293
1174,1.048,0.536,1.035,0.178,0.518,0.807,0.588,0.631,0.293
1175,1.066,0.546,1.039,0.181,0.518,0.806,0.588,0.631,0.293
1176,1.020,0.528,1.007,0.181,0.517,0.807,0.588,0.630,0.293
1177,1.018,0.525,1.001,0.182,0.518,0.808,0.588,0.631,0.293
1178,1.023,0.529,1.008,0.181,0.517,0.807,0.588,0.631,0.293
1179,1.026,0.533,1.014,0.179,0.518,0.807,0.588,0.631,0.293
1180,1.021,0.526,1.006,0.180,0.518,0.806,0.588,0.630,0.293
1181,1.087,0.553,1.055,0.177,0.517,0.807,0.588,0.630,0.293
1182,1.032,0.526,1.015,0.183,0.517,0.807,0.588,0.630,0.293
1183,1.059,0.544,1.041,0.177,0.517,0.807,0.588,0.630,0.293
1184,1.023,0.533,1.007,0.178,0.517,0.806,0.588,0.630,0.293
1185,1.042,0.540,1.021,0.178,0.517,0.806,0.588,0.630,0.293
1186,1.042,0.539,1.034,0.178,0.518,0.806,0.588,0.630,0.293
1187,1.068,0.545,1.064,0.178,0.518,0.807,0.588,0.631,0.293
1188,1.021,0.525,1.010,0.179,0.518,0.807,0.588,0.630,0.293
1189,1.045,0.528,1.034,0.184,0.517,0.807,0.588,0.630,0.293
1190,1.039,0.536,1.010,0.183,0.517,0.807,0.588,0.630,0.293
1191,1.016,0.529,1.008,0.184,0.517,0.807,0.588,0.631,0.293
1192,1.016,0.529,1.008,0.182,0.517,0.807,0.588,0.630,0.293
1193,1.045,0.544,1.026,0.180,0.517,0.807,0.588,0.630,0.293
1194,1.052,0.542,1.034,0.178,0.517,0.807,0.588,0.630,0.293
1195,1.005,0.527,0.983,0.180,0.517,0.807,0.588,0.630,0.293
1196,1.059,0.547,1.035,0.176,0.518,0.807,0.588,0.631,0.293
1197,1.088,0.556,1.063,0.181,0.518,0.806,0.588,0.630,0.293
1198,1.029,0.533,1.007,0.177,0.518,0.806,0.588,0.630,0.293
1199,1.020,0.528,1.002,0.180,0.518,0.807,0.588,0.631,0.293
1200,1.074,0.547,1.044,0.179,0.518,0.807,0.588,0.631,0.293
